"TIPO CONTRIBUYENTE","SECCIÓN","GRUPO","MeasuresLevel","2020/01 Enero","2020/02 Febrero","2020/03 Marzo","2020/04 Abril","2020/05 Mayo","2020/06 Junio","2020/07 Julio","2020/08 Agosto","2020/09 Septiembre","2020/10 Octubre","2020/11 Noviembre","2020/12 Diciembre","2021/01 Enero","2021/02 Febrero","2021/03 Marzo","2021/04 Abril","2021/05 Mayo","2021/06 Junio","2021/07 Julio","2021/08 Agosto","2021/09 Septiembre","2021/10 Octubre","2021/11 Noviembre","2021/12 Diciembre","2022/01 Enero","2022/02 Febrero","2022/03 Marzo","2022/04 Abril","2022/05 Mayo","2022/06 Junio","2022/07 Julio","2022/08 Agosto","2022/09 Septiembre","2022/10 Octubre","2022/11 Noviembre","2022/12 Diciembre","2023/01 Enero","2023/02 Febrero","2023/03 Marzo","2023/04 Abril","2023/05 Mayo","2023/06 Junio","2023/07 Julio","2023/08 Agosto","2023/09 Septiembre","2023/10 Octubre","2023/11 Noviembre","2023/12 Diciembre","2024/01 Enero","2024/02 Febrero","2024/03 Marzo","2024/04 Abril","2024/05 Mayo","2024/06 Junio","2024/07 Julio","2024/08 Agosto","2024/09 Septiembre","2024/10 Octubre","2024/11 Noviembre","2024/12 Diciembre","2025/01 Enero","2025/02 Febrero","2025/03 Marzo","2025/04 Abril","2025/05 Mayo","2025/06 Junio","2025/07 Julio","2025/08 Agosto","2025/09 Septiembre","2025/10 Octubre","2025/11 Noviembre","2025/12 Diciembre","2026/01 Enero"
"PERSONAS NATURALES","A","INTERESES TRIBUTARIOS","VALOR EFECTIVO","48552.18","16879.53","60250.16","9595.28","517705.0","24062.65","15577.03","27586.75","18209.74","112695.77","51343.27","30064.05","40571.88","30828.98","28216.17","27959.44","16389.69","54766.53","36626.5","26648.9","25809.7","20636.39","25712.43","25313.04","21885.16","21318.84","26784.47","35018.18","22868.7","76190.01","23381.95","44935.05","23799.58","27054.38","24010.68","35333.79","33074.66","11099.61","47501.15","23033.38","28263.66","43965.98","24425.85","28434.37","19628.69","56001.03","23682.07","18035.2","4755.7","3783.39","4341.28","9729.61","57585.55","9509.56","70009.29","13698.39","25037.74","18877.43","22313.45","15257.37","28100.38","46364.86","33215.57","37298.65","26242.4","36535.67","14090.39","61692.46","6512.32","25721.63","38367.01","36736.47","26243.28"
"PERSONAS NATURALES","A","MULTAS TRIBUTARIAS","VALOR EFECTIVO","179314.59","136405.15","113620.71","80542.11","103838.06","142837.54","172743.6","125278.19","139513.28","158004.21","95770.6","117284.86","140659.88","133405.06","173276.1","123528.81","116601.02","200938.98","124589.65","134201.5","138111.81","104875.71","97456.84","110172.78","147059.92","131022.2","187553.12","121403.19","135070.4","93053.24","123910.37","129537.07","130000.26","119850.71","134751.33","119050.97","170092.56","97942.85","162786.03","143430.03","145544.21","104481.33","152939.97","129568.72","111620.66","112854.21","81509.39","68495.87","86385.45","63497.59","116039.78","124101.22","92686.87","82057.93","182604.67","93456.7","84780.26","80554.41","95285.59","106250.44","193021.56","152292.92","171051.04","154528.0","138429.84","134803.81","263997.18","196368.58","205078.87","190209.15","137449.52","184850.63","226099.34"
"PERSONAS NATURALES","A","OTROS NO TRIBUTARIOS","VALOR EFECTIVO","12825.65","13687.1","10548.18","3750.0","3100.0","5714.05","6673.58","12412.82","8399.37","8486.87","5704.25","11542.53","10862.62","5829.04","8002.36","3715.76","2282.56","4710.0","6040.0","5403.96","13931.8","8548.57","7593.98","8042.55","9475.44","5048.06","8082.99","33523.11","9138.76","8510529.16","7449.48","8612.98","14189.76","154194.19","72246.2","1000377.83","15644.51","6926.38","5321.73","8182.53","4319.42","9385.19","6105.43","54548.8","6341.84","4950.87","8369.15","6585.51","30644.06","24142.16","21377.57","12999.72","13492.95","7980.9","15264.09","19167.7","11469.06","10603.25","9257.59","19432.2","14576.45","21408.93","25307.47","18224.96","16839.95","19548.57","22283.71","15900.66","15784.34","14098.8","16714.09","17014.78","24227.89"
"PERSONAS NATURALES","A","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR EFECTIVO","5.72","518.04","458.12","147.29","262.03","822.92","169.12","1472.5","219.86","647.08","402.17","215.43","423.02","777.17","1058.42","1424.64","165.92","1046.38","591.02","590.99","1036.67","1565.71","282.33","402.76","1055.32","1419.58","557.33","370.01","169.95","973.16","467.12","323.46","324.26","672.13","773.91","837.67","854.73","199.16","310.48","513.8","707.58","219.94","334.68","92.93","181.61","730.6","207.35","234.7","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","A","SALIDA DE DIVISAS","VALOR EFECTIVO","975.56","650.06","507.29","3181.95","","","202.06","3592.98","0.0","227.01","0.0","","0.0","103.64","2.64","905.12","11015.82","882.79","3405.52","0.0","","965.0","","11380.0","1842.87","177.23","31.2","111.74","","213.75","6895.17","142.55","911.15","999.82","","69.86","93.85","4016.2","852.43","1.95","137.5","31726.63","11668.21","4688.24","18349.65","11538.18","2959.22","1584.64","2675.75","2080.16","15.75","0.0","102.95","546.25","901.09","501.01","35.7","0.0","479.84","0.0","0.0","0.0","","175.0","37460.75","202485.13","38836.7","5092.34","6551.32","2804.6","963.61","271.92","1230.35"
"PERSONAS NATURALES","B","CONTRIBUCIONES","VALOR EFECTIVO","2799.36","2799.36","2799.36","390.56","","6150.14","","","13996.8","","0.0","9000.0","","","","180.0","0.0","0.0","18782.79","305.03","717.63","","","","","","198043.82","0.0","92704.76","5669.92","3726.41","4206.05","3726.41","3700.63","","11830.52","1093.64","","","0.0","0.0","0.0","0.0","1402.92","2651.05","5287.28","0.0","","","0.0","0.0","","17950.65","31066.22","19023.89","","1481.61","","","","","0.0","","","","","","","0.0","","","","35.19"
"PERSONAS NATURALES","B","IMP MINERAS","VALOR EFECTIVO","27751.34","45068.94","336490.06","51046.04","47509.03","26778.04","34978.51","91459.12","194490.37","51091.3","98984.33","42495.94","37891.69","65787.74","562315.33","73211.84","64541.22","39572.22","112487.7","33448.65","114237.09","43218.62","41823.01","39473.82","59514.83","117177.15","476160.83","188918.05","57217.22","65604.22","291963.58","373391.19","352848.21","242185.84","408676.64","464599.1","370914.68","496976.99","1478160.41","548961.63","768863.13","725981.76","581408.09","622462.03","923388.57","1033192.94","589171.52","760938.55","780150.47","787822.6","766447.86","374154.25","153530.88","329825.52","189679.17","41691.64","308351.36","75135.62","99786.02","69433.22","52235.92","285231.78","770117.85","229506.65","162833.87","64628.5","221392.09","116974.05","558169.19","118570.25","54140.62","70104.28","171443.85"
"PERSONAS NATURALES","B","IMPUESTO A LA RENTA GLOBAL","VALOR EFECTIVO","125506.15","83153.98","311790.77","34242.62","34123.95","58322.66","77778.76","139100.32","116310.12","120053.97","114008.31","89906.73","175971.72","87459.91","275504.58","81341.71","84956.82","105963.64","131387.32","116657.62","127060.98","87911.01","107111.38","132645.2","156873.54","89220.54","390532.45","124062.39","84361.6","64362.84","127827.46","278166.35","84604.95","120860.18","74995.95","97534.94","110492.4","139448.64","484199.18","83564.48","72874.29","84318.41","140101.44","66169.5","88516.0","74060.57","66293.56","51225.35","89172.41","40343.48","506818.99","137691.85","74137.67","72601.93","477992.15","85279.41","104830.26","135721.18","133842.16","80565.53","154728.69","119420.68","471360.25","197539.78","104406.93","87391.21","260411.84","137952.8","194540.0","284666.63","207052.33","244366.28","337278.3"
"PERSONAS NATURALES","B","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR EFECTIVO","0.0","0.0","","","","0.0","0.0","0.0","0.0","4.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","213.68","76.4","33.44","33.04","26.64","16.64","18.8","16.64","16.4","9.44","23.12","46.0","108.48","143.2","84.48","77.68","0.0","60.4","141.76","55.84","0.0","37.6","33.84","42.0","79.84","130.0","71.76","62.64","","","100.88","38.24","24.16"
"PERSONAS NATURALES","B","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR EFECTIVO","22714.63","42678.4","22634.65","633.87","4558.63","24948.55","35255.5","29866.51","30733.53","30478.82","34159.35","40463.33","28573.53","39567.25","47936.37","33942.84","26883.53","35888.98","22325.73","26792.71","38611.5","27004.42","25648.69","13940.76","22510.68","37931.82","52221.23","46037.89","64215.04","37022.3","48899.52","40173.03","30485.31","31175.54","33900.27","29701.5","35584.77","52720.22","64830.91","38910.1","63467.73","50347.99","64092.01","37772.37","55483.07","39546.15","37669.99","17855.18","30604.26","66664.83","45027.89","89679.4","80109.53","66453.51","68591.03","46398.6","57921.81","32797.56","56268.67","35547.39","45842.71","101166.93","89953.78","100176.05","59661.81","64045.02","59819.05","71737.51","53787.34","50246.77","35723.48","30736.29","44312.23"
"PERSONAS NATURALES","B","IMPUESTO AL VALOR AGREGADO","VALOR EFECTIVO","92951.93","51742.56","60913.06","55865.54","22183.61","35055.81","40514.44","63124.4","108731.49","90137.32","96103.84","79534.79","208773.55","71566.49","145055.09","145320.86","98068.47","153717.94","119272.48","138449.97","139894.18","143123.75","146389.39","147162.93","262878.64","130360.72","161893.72","98371.01","94220.19","116182.35","181148.88","106808.37","103158.52","134194.64","121838.73","116529.03","134325.28","98394.95","87346.71","117083.37","104675.56","91238.82","118043.27","89233.5","92612.21","123572.08","84824.63","89271.71","172290.39","165888.35","98760.75","90314.26","189595.47","77540.36","75506.06","112751.1","67389.7","106358.59","114345.63","123524.62","151619.54","62702.92","97107.57","55220.58","102355.72","65528.9","123414.25","151714.9","163749.55","147760.47","164613.61","265989.2","376208.37"
"PERSONAS NATURALES","B","IMPUESTOS FOMENTO AMBIENTAL","VALOR EFECTIVO","3521.5","3400.78","1533.83","","35.21","2673.0","1095.5","985.19","3236.93","477.7","2344.93","1787.08","1249.23","1010.46","2369.05","913.25","441.01","915.89","1068.04","2246.24","1995.33","3516.39","1291.36","1700.91","109.73","1228.73","1012.27","16895.78","1747.47","3193.42","6115.19","4186.73","750.71","3314.35","1485.13","2851.64","2609.5","256.86","117.38","2316.21","628.37","3552.39","256.24","233.44","2906.51","686.55","27.23","347.94","354.89","3295.01","0.0","224.74","713.69","240.0","6818.76","958.46","","110.34","434.55","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0"
"PERSONAS NATURALES","B","INTERESES TRIBUTARIOS","VALOR EFECTIVO","1146.93","580.44","1310.47","450.61","457.14","4348.82","864.24","2991.01","4024.61","1212.79","1880.61","2188.92","763.99","1617.91","4557.12","2731.49","907.04","5292.76","23774.84","5958.03","1203.19","1051.93","1340.06","1936.49","2927.74","2224.51","1382.35","2772.99","2551.4","1085.34","2793.84","23108.58","4601.38","27988.3","1620.14","7960.48","2323.78","22538.1","3414.13","1624.62","19443.42","781.77","7353.94","5114.63","2515.67","1618.62","729.67","544.22","872.24","217.33","1242.35","712.28","1247.01","482.48","308.08","324.03","876.0","3091.74","1912.03","984.23","4174.41","4330.41","14630.91","6552.11","2422.34","1200.54","3237.48","155.19","507.41","3634.54","1252.99","2363.05","11554.83"
"PERSONAS NATURALES","B","MULTAS TRIBUTARIAS","VALOR EFECTIVO","5184.05","2660.39","5339.73","4762.99","4961.87","8256.7","5150.19","7063.26","11089.72","6866.8","10680.81","5704.67","2099.36","4416.34","12005.0","6607.86","4695.65","5549.73","11513.11","4946.25","3977.08","4144.29","4500.24","6004.32","6631.0","5828.75","17240.67","7267.57","5701.56","3205.61","7464.55","7454.25","10466.49","5111.14","4116.78","8869.27","4913.88","5386.71","18792.26","8318.02","6869.63","5705.09","7581.2","3732.77","7365.19","4806.62","5552.79","2865.32","1536.03","2305.98","4854.18","5255.34","6183.07","2396.89","7554.27","5791.36","5319.07","4375.76","2983.52","2977.0","4625.59","7303.05","17428.05","3809.97","11062.83","9020.57","7588.34","5542.94","8855.46","3044.0","5474.29","8533.93","9089.78"
"PERSONAS NATURALES","B","OTROS NO TRIBUTARIOS","VALOR EFECTIVO","1110.0","180.0","0.0","0.0","180.0","6210.0","60.0","0.0","180.0","0.0","60.0","0.0","2169.71","1500.0","0.0","180.0","180.0","60.0","480.0","690.0","420.0","30.0","3085.0","0.0","300.0","485.98","120.0","210.0","500.45","1657.13","989.49","352.77","552.27","947.57","2044.8","51825.96","1240.0","90.89","860.0","211.43","220.0","240.0","425.0","1954.9","120.0","360.0","960.0","620.0","301.0","120.0","121.0","435.12","900.0","180.0","804.3","600.0","485.0","1590.0","790.0","870.0","180.0","1200.0","2136.0","302.5","769.89","480.0","420.38","660.0","38.72","1900.21","1240.0","1930.0","618.15"
"PERSONAS NATURALES","B","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR EFECTIVO","","","","","","","443.52","","","130.33","","","","","","74.36","","","12.87","","","","","","","","","","","","","","","","","","","","","","","","","","","11.44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","B","SALIDA DE DIVISAS","VALOR EFECTIVO","","","","","","","","","","","","","","","","","359.63","","","","","","","700.68","","","","","","","0.0","","","0.0","","","","","","1275.68","","2200.19","495.37","","678.44","751.97","","","","","","","","","","","","","","","0.0","","","0.0","1776.63","12417.36","2991.48","197.12","","373.66","0.4","532.76",""
"PERSONAS NATURALES","C","CONTRIBUCIONES","VALOR EFECTIVO","36737.47","21509.07","7725.56","1290.04","4861.86","7146.14","4881.01","10563.98","20435.78","13228.69","11317.43","3322.36","8021.01","30593.46","2011.8","3038.59","2911.03","2709.96","4949.22","3166.27","4485.77","1145.32","5086.78","14769.26","1430.55","285.26","1194458.02","351778.02","71743.49","190561.36","155734.06","71199.19","53387.61","36423.24","6503.44","540074.77","1.29","14609.99","3104.05","1983.94","18076.24","18674.88","27945.69","28107.95","14815.01","2688.33","2474.03","2654.77","1402.61","189.98","670.48","82.12","0.0","1585.33","14724.84","15.0","2733.29","","","","0.0","0.0","","","674.55","","","283.31","1156.49","8255.2","3116.08","9240.18","0.0"
"PERSONAS NATURALES","C","DEPURACION","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0",""
"PERSONAS NATURALES","C","IMP ACTIVOS EN EL EXTERIOR","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","C","IMP MINERAS","VALOR EFECTIVO","152.0","702.12","10808.54","4957.12","224.0","285.81","8359.53","562.59","6216.94","814.8","0.0","","2712.1","0.0","10305.46","87.02","","","","4881.31","9.0","","","","53.5","22377.57","8359.83","","0.0","688.5","0.0","0.0","14143.17","170.0","","","54.0","1170.0","18214.59","54.0","","","0.0","729.0","1773.46","","","2995.71","72.0","3253.31","22973.89","55.2","0.06","","4754.11","17003.55","7061.04","90.0","","","1623.56","10424.45","17833.97","6.0","165.6","357.2","37.6","0.0","31865.31","0.0","","","0.0"
"PERSONAS NATURALES","C","IMP TIERRAS RURALES","VALOR EFECTIVO","108.91","108.91","","217.82","108.91","","217.81","","3191.62","","","","","257.23","","","","","","","","1496.84","","","983.65","","","","","1106.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","C","IMP.ING EXTRAORD. RECUR.NO RENO","VALOR EFECTIVO","","","","","","","","","","","","","","1.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","C","IMPUESTO A LA RENTA GLOBAL","VALOR EFECTIVO","1400053.16","1137444.1","2899962.52","637381.4","750375.97","858458.0","1074681.08","1124796.72","1171789.29","1106442.6","1146178.26","892424.7","2433918.42","1827663.47","3412498.34","1522676.8","1193039.07","1235982.18","1593298.99","1220650.79","1268727.7","1570045.57","1349801.05","1394377.9","1907355.79","1271842.42","4376208.08","1641329.09","1385154.98","1248401.09","986440.11","1210365.74","2259635.2","1268634.75","1242344.19","1283104.26","1260795.77","1234060.99","7319203.04","2533274.03","1620471.19","1424223.26","1303953.63","1146496.04","1209254.85","1073219.13","1106322.92","1070235.52","1430135.1","1753637.2","6863179.07","1648771.29","2333958.7","2331121.19","2487092.07","944990.82","997358.82","891887.88","873801.73","940519.85","1081875.12","1042201.42","4309501.04","1207397.09","1775178.76","964915.43","1141988.7","983207.69","1837121.01","1319214.36","1191447.78","983849.49","1373917.08"
"PERSONAS NATURALES","C","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR EFECTIVO","61987.65","95746.34","43075.32","6970.89","10774.58","20276.05","33849.24","34873.59","31497.75","36632.44","17090.7","25662.38","44363.11","45278.22","57976.11","18019.41","9733.19","17248.26","34985.98","78165.97","16743.25","34717.04","18079.64","25145.29","33792.02","36446.13","36686.24","19520.06","14838.79","20599.45","10962.51","42068.56","25956.75","35450.25","26783.22","19716.09","38878.84","18792.97","42473.23","29835.17","12488.02","34252.35","27335.48","35889.42","43473.87","43463.57","24432.41","36426.6","32955.69","53691.32","30246.26","36862.75","24747.08","14020.2","49170.7","37474.29","40058.31","19279.34","16541.39","25582.11","19281.25","23220.64","42144.51","36149.34","15458.22","16826.1","34404.56","31579.22","81427.53","23116.15","25581.9","30830.12","38538.54"
"PERSONAS NATURALES","C","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR EFECTIVO","507752.66","890762.26","483670.55","60910.19","145182.94","539289.51","627652.18","597888.07","661788.27","641607.87","638900.47","789611.4","543342.07","807516.5","864504.68","691318.16","648120.59","693055.38","648604.91","617969.81","613067.44","519623.54","552899.75","488124.63","437213.4","774104.83","878568.52","766441.91","708562.87","567359.89","683039.8","769601.12","712313.71","621151.19","557898.01","552339.68","523173.68","883260.41","1073918.85","828600.33","831150.97","836975.72","712812.16","758683.77","658885.87","586777.48","615336.84","546159.36","655930.38","994353.5","927643.91","909162.91","774613.67","719746.06","836718.56","727171.48","639142.52","549977.54","637854.19","570946.59","618063.76","923672.02","828121.74","861175.74","820140.22","810787.22","763976.43","642715.21","710888.95","643246.65","597916.29","588297.84","706687.84"
"PERSONAS NATURALES","C","IMPUESTO AL VALOR AGREGADO","VALOR EFECTIVO","2299128.99","1838253.12","1305651.04","715211.72","682257.91","807186.55","1015760.64","1077280.94","1195631.02","1288940.17","1545678.28","1348778.71","2443015.65","1720822.21","1527797.33","1432279.53","1285295.83","1396563.51","1881799.73","1579345.67","1601425.57","1487743.27","1760431.19","1775317.43","2485913.46","1414028.44","1604204.01","1363000.69","1510474.7","1394210.72","1240302.53","1507348.25","1759666.27","1608444.27","1757501.64","1850071.44","2401511.74","1703699.95","1576491.48","1294890.96","1335931.7","1486884.03","2121286.18","1798271.25","1469896.18","1523753.15","1575282.82","1619997.49","3104410.36","1874864.08","1626122.68","1717936.04","1790489.91","1816254.15","3006980.58","1876510.27","1895324.06","1739091.45","1942169.6","2122164.18","2940025.82","2223136.16","1969339.98","1972681.8","1962365.44","2003933.79","2255513.11","2141363.02","2353296.01","2408470.43","2321836.03","2584065.45","3542109.17"
