"TIPO CONTRIBUYENTE","SECCIÓN","GRUPO","MeasuresLevel","2020/01 Enero","2020/02 Febrero","2020/03 Marzo","2020/04 Abril","2020/05 Mayo","2020/06 Junio","2020/07 Julio","2020/08 Agosto","2020/09 Septiembre","2020/10 Octubre","2020/11 Noviembre","2020/12 Diciembre","2021/01 Enero","2021/02 Febrero","2021/03 Marzo","2021/04 Abril","2021/05 Mayo","2021/06 Junio","2021/07 Julio","2021/08 Agosto","2021/09 Septiembre","2021/10 Octubre","2021/11 Noviembre","2021/12 Diciembre","2022/01 Enero","2022/02 Febrero","2022/03 Marzo","2022/04 Abril","2022/05 Mayo","2022/06 Junio","2022/07 Julio","2022/08 Agosto","2022/09 Septiembre","2022/10 Octubre","2022/11 Noviembre","2022/12 Diciembre","2023/01 Enero","2023/02 Febrero","2023/03 Marzo","2023/04 Abril","2023/05 Mayo","2023/06 Junio","2023/07 Julio","2023/08 Agosto","2023/09 Septiembre","2023/10 Octubre","2023/11 Noviembre","2023/12 Diciembre","2024/01 Enero","2024/02 Febrero","2024/03 Marzo","2024/04 Abril","2024/05 Mayo","2024/06 Junio","2024/07 Julio","2024/08 Agosto","2024/09 Septiembre","2024/10 Octubre","2024/11 Noviembre","2024/12 Diciembre","2025/01 Enero","2025/02 Febrero","2025/03 Marzo","2025/04 Abril","2025/05 Mayo","2025/06 Junio","2025/07 Julio","2025/08 Agosto","2025/09 Septiembre","2025/10 Octubre","2025/11 Noviembre","2025/12 Diciembre","2026/01 Enero"
"PERSONAS NATURALES","D","IMPUESTOS FOMENTO AMBIENTAL","VALOR RECAUDADO","12.48","766.43","0.0","0.0","199.81","975.62","834.11","0.0","0.0","0.0","0.0","0.0","0.0","244.77","119.85","0.0","6.37","266.27","294.77","0.0","13.33","31.5","14.0","1037.43","","854.39","","0.0","56.7","","","1216.26","11.74","13.34","76.66","386.56","41.2","","","","0.0","35.72","","","","","0.0","","649.8","28.8","","0.0","","","88.92","","","","","","0.0","","","","","0.0","","","","","","",""
"PERSONAS NATURALES","D","INTERESES TRIBUTARIOS","VALOR RECAUDADO","22.19","7.61","8.25","7.65","6.95","8.12","438.07","14.45","3.25","4.2","24.55","12.4","178.39","54.3","53.71","58.26","46.34","29.21","204.62","127.74","45.05","85.95","34.67","141.46","161.37","3.66","47.3","45.21","7.33","21.11","13.89","3.56","3900.17","5.28","2.41","8.64","1.6","3.51","14.15","10.66","453.48","27.01","10.76","77.52","13.2","3.74","0.09","4.23","1.57","0.61","23.56","21.13","14.19","6.96","9.79","60.44","17.31","7.68","20.99","15.14","11.01","35.17","184.13","7.87","86.21","13.99","36.56","29.12","106.09","8.19","5.86","11.67","10.95"
"PERSONAS NATURALES","D","MULTAS TRIBUTARIAS","VALOR RECAUDADO","395.41","107.24","184.44","172.1","220.97","813.29","1578.93","383.68","205.77","288.67","277.78","303.59","413.55","171.59","697.82","469.59","427.58","107.91","1051.59","537.41","364.38","188.91","111.77","344.46","803.57","308.96","708.85","437.04","447.87","120.72","333.93","51.25","1802.41","145.82","253.0","373.33","206.68","219.86","366.32","286.62","387.05","629.38","215.62","304.28","251.96","135.29","94.5","21.78","40.06","78.88","71.5","180.03","430.86","267.72","63.75","189.15","227.99","338.27","224.93","179.32","62.47","239.66","728.58","256.28","1144.6","282.51","897.24","742.81","823.35","293.9","160.18","169.28","336.8"
"PERSONAS NATURALES","D","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","0.0","","0.0","0.0","","","0.0","","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","3000.0","465.0","0.0","0.0","208.47","","180.0","0.0","","0.0","0.0","","","0.0","","180.0","0.0","0.0","0.0","","","0.0","","0.0","","","0.0","62.5","","","","","","","","120.0","120.0","90.0","0.0","","0.0","800.0","60.0","60.0","30.0","0.0","60.0","0.0","0.0","0.0","0.0","60.0","0.0","360.0","540.0",""
"PERSONAS NATURALES","D","SALIDA DE DIVISAS","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","336.48","101.91","","","","","","","","","","","50.0","","","","","","","","","","","433.66","1476.63","280.9","","","","","",""
"PERSONAS NATURALES","E","CONTRIBUCIONES","VALOR RECAUDADO","","","","0.0","","","","","461.46","0.0","","","","","","0.0","","","","","","15.0","","","","","0.0","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5396.57",""
"PERSONAS NATURALES","E","IMP MINERAS","VALOR RECAUDADO","1789.84","","10794.76","","","","","","1221.04","","","","","1789.84","","4721.53","","","","","0.0","0.0","","","","1880.63","6275.16","","","","","","7306.4","","","","","12072.3","","3829.29","","","","","6961.75","","","","","2035.5","4592.95","","2645.01","","","","2406.26","","","","","105.75","1974.0","","","","","","0.0","","","",""
"PERSONAS NATURALES","E","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","8378.43","5020.71","7204.77","1983.46","2242.88","3114.29","9291.21","7329.54","6346.98","7801.03","6115.55","10837.58","18072.23","11794.73","16867.74","13758.39","8932.03","8776.55","9853.25","6571.16","2746.41","10344.48","6581.44","5147.57","15393.62","10158.54","31926.04","8910.22","9209.72","9016.81","5556.52","6621.48","7066.83","6811.35","1408.31","6161.06","8044.53","4704.47","24857.46","11320.71","11460.83","2727.93","9373.05","9725.94","5230.41","4047.4","4196.37","5330.89","3504.94","8047.37","50731.72","8443.81","22834.01","11455.46","6312.12","8217.54","7316.24","13691.2","7717.88","7178.26","10489.05","8192.07","17768.32","2617.86","23608.36","5711.04","15965.58","18302.48","8286.59","7574.73","1217.9","9449.58","8834.06"
"PERSONAS NATURALES","E","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR RECAUDADO","","","","","","","301.65","","","","","","","","168.31","","322.11","","983.81","271.93","0.0","260.49","","","768.31","421.25","1294.31","636.27","225.31","608.7","","447.38","3568.39","","","36.17","326.37","","","1010.28","2690.11","","951.16","804.41","","1452.79","9685.34","","","604.12","","","1134.58","3891.65","1010.86","","","602.48","1561.74","0.0","0.0","","","","","325.31","","","","","","1224.21",""
"PERSONAS NATURALES","E","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR RECAUDADO","5198.9","5192.9","5807.64","825.82","307.66","2931.64","6577.81","4855.91","4683.56","6362.79","7447.98","7099.29","5560.82","5404.71","12749.8","5737.41","5006.39","7845.94","4893.53","4872.54","6393.85","4105.7","6360.05","4232.66","3039.28","7934.88","8477.04","14191.24","9728.22","7260.58","5311.93","6852.65","5512.36","3488.55","6611.44","23664.44","3339.21","9395.92","16335.11","13048.81","8609.17","9801.61","10104.33","8426.95","4153.57","8206.36","4616.42","13255.05","7836.04","11756.91","9381.45","7134.29","11396.26","10192.12","15827.73","11464.73","9322.24","8426.83","6926.06","11306.29","9251.24","22838.36","9802.4","12052.17","11942.17","12292.47","14964.08","10247.57","11125.6","7783.97","12262.46","15369.66","15601.49"
"PERSONAS NATURALES","E","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","30426.23","33222.56","23830.52","9055.2","9430.74","11906.63","18176.75","14225.95","15524.21","17677.37","17492.91","26306.49","22918.24","25940.29","24386.5","23931.22","20965.62","28996.71","21483.25","27142.46","31786.36","18355.28","10615.59","25667.22","35069.26","20311.08","33490.49","20337.7","26775.87","31646.05","27242.03","36281.97","34675.75","28250.26","26906.3","9473.97","37557.95","18568.81","27516.41","26458.85","17203.89","26336.21","48947.67","14783.6","37862.76","28254.99","30523.64","29580.48","31182.34","28298.43","22432.59","38259.69","24547.11","28935.08","64069.41","35081.72","23502.0","36127.3","26281.4","53449.97","31993.75","27713.29","53296.51","11911.63","74308.94","45498.76","28272.61","42048.22","39511.35","25014.52","31044.31","39248.15","31230.1"
"PERSONAS NATURALES","E","IMPUESTOS FOMENTO AMBIENTAL","VALOR RECAUDADO","5045.92","1461.76","150.63","0.0","66.54","282.69","338.65","330.09","1887.2","108.56","261.33","779.25","43.3","269.87","179.82","297.48","383.5","458.35","500.29","1940.19","1316.26","2875.62","199.46","92.01","27.84","49.67","930.95","769.24","347.32","656.46","589.41","164.67","1548.2","0.0","28.75","1025.31","12.0","61.85","","181.01","23.96","4.8","522.69","741.17","363.54","99.56","6.72","165.66","128.49","112.83","5.76","277.95","86.6","23.04","46.15","63.52","6.0","2.16","5.04","105.98","6.0","0.0","8.64","3.12","6.48","2.88","3.12","2.4","1.68","6.72","5.28","0.96","1.92"
"PERSONAS NATURALES","E","INTERESES TRIBUTARIOS","VALOR RECAUDADO","452.41","38.39","105.86","8.58","32.95","21.66","1267.88","470.96","404.63","335.42","104.57","105.38","50.02","311.8","112.94","798.24","104.17","454.98","60.33","10.74","140.54","420.83","74.11","254.92","178.16","32.07","48.91","213.18","68.37","73.18","211.64","169.57","146.84","74.97","140.75","155.76","180.18","41.38","744.67","393.24","375.96","303.77","7989.02","2804.27","1014.65","135.48","155.43","287.76","165.19","160.04","66.45","332.63","587.57","580.16","1406.81","469.15","273.5","634.96","199.83","182.89","357.05","339.08","182.07","68.89","274.05","366.65","273.3","392.18","51.12","36.18","46.38","2271.29","157.28"
"PERSONAS NATURALES","E","MULTAS TRIBUTARIAS","VALOR RECAUDADO","884.36","648.15","608.84","1381.14","262.79","1740.91","1273.82","1047.93","866.97","879.19","1644.1","456.83","726.02","1035.5","1222.41","843.07","961.62","2069.8","1796.82","340.49","817.2","391.86","579.99","1669.4","982.72","439.96","1181.93","1238.01","1426.4","1229.01","1303.15","1156.75","1019.96","997.21","1085.78","1351.26","836.95","466.07","5788.31","1144.87","1290.28","698.49","2942.37","1331.08","765.3","1112.42","200.49","328.77","254.52","396.76","965.86","1235.42","1823.4","796.5","2230.9","1994.73","715.47","623.67","1295.41","641.9","1360.55","1592.19","2593.44","1291.11","714.75","1765.29","1532.69","1431.45","1790.88","1402.17","822.0","1343.32","2635.62"
"PERSONAS NATURALES","E","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","1590.0","0.0","","0.0","","0.0","","","0.0","117.44","0.0","0.0","","0.0","90.0","0.0","180.0","0.0","","60.0","70.0","240.0","0.0","0.0","0.0","60.0","0.0","","","0.0","0.0","55.03","0.0","","10.89","0.0","","","0.0","0.0","0.0","0.0","96.38","960.0","0.0","60.0","665.0","60.0","","20.0","0.0","60.0","180.0","120.0","273.74","0.0","120.0","26.96","33.04","60.0","60.0","1050.0","150.0","300.0","0.0","1020.0","0.0","0.0","120.0","180.0","120.0","115.0","1121.1"
"PERSONAS NATURALES","E","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR RECAUDADO","","","","","","","","","","293.41","","","","","","","","","","","","","","","","","","274.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","E","SALIDA DE DIVISAS","VALOR RECAUDADO","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900.0","345.15","213.97","213.97","","","","","","","","","","","","","","","","","","","","","310.74","3934.67","563.41","0.0","85.03","0.0","0.0","",""
"PERSONAS NATURALES","F","CONTRIBUCIONES","VALOR RECAUDADO","18181.46","5112.54","2613.56","7387.83","1347.19","3377.68","4845.32","2431.93","10396.94","16932.88","19023.65","18935.37","4541.14","2814.15","3295.82","2018.24","3465.53","3903.36","3273.81","4649.24","718.77","2612.15","1645.71","1776.63","2102.03","1552.21","521787.02","24482.36","53581.22","29435.24","17871.51","33546.87","26737.1","51372.53","1663.42","1952.19","10037.56","11317.49","0.0","3087.97","952.8","2715.28","16.9","194.75","3856.37","5.0","17837.21","0.0","300.55","0.0","0.0","","2825.29","151.0","5044.2","0.0","0.0","4531.18","","","0.0","0.0","3270.53","","1638.69","1699.01","12836.7","4103.34","7688.16","21521.22","1847.43","377.94","879.92"
"PERSONAS NATURALES","F","DEPURACION","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0",""
"PERSONAS NATURALES","F","IMP ACTIVOS EN EL EXTERIOR","VALOR RECAUDADO","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","",""
"PERSONAS NATURALES","F","IMP MINERAS","VALOR RECAUDADO","21.22","21.22","28176.41","1104.71","998.48","21.22","1194.54","15625.54","7035.67","1789.01","80.78","","640.0","","25245.12","16682.15","36.47","135.21","0.16","","17568.46","","","0.0","14952.24","133.01","15814.89","24421.18","8610.14","11373.57","129.52","426.48","2815.7","15280.05","","962.37","0.0","6678.0","31107.92","4761.06","28247.56","","0.0","0.0","1565.83","6943.71","","1966.49","2073.15","7442.0","17663.8","1559.25","4.21","1025.78","773.15","1363.81","391.13","","0.0","","0.0","3120.8","18958.65","5016.89","8673.31","310.18","70.15","23562.4","13954.28","2750.8","54.6","71.85","0.0"
"PERSONAS NATURALES","F","IMP.ING EXTRAORD. RECUR.NO RENO","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.45","","","","","","",""
"PERSONAS NATURALES","F","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","532305.17","321468.82","1133397.34","234996.82","271582.38","271672.83","337463.86","268672.66","497206.99","341501.39","262434.98","270547.54","613814.11","423645.17","861948.42","388295.79","328730.76","425204.72","368760.0","331650.27","344757.2","377053.14","331888.81","354273.55","493334.36","308117.85","1652897.59","415580.52","312911.28","298477.31","324860.11","288380.33","276973.03","292167.86","271461.72","337765.16","516718.13","284530.4","1901782.98","672715.01","357086.41","387050.31","269970.81","287375.7","311625.77","335992.22","231845.72","246071.63","447864.33","355492.34","1837359.66","592658.4","523061.76","302379.96","659556.04","186479.95","163331.07","189235.85","202049.92","177769.52","269356.46","224530.02","2315493.73","330000.51","322568.71","251742.87","270931.7","281954.98","339139.49","281255.21","293010.42","355732.57","547922.87"
"PERSONAS NATURALES","F","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR RECAUDADO","6103.77","2833.21","1418.52","4360.68","292.94","4022.37","44.64","436.83","192.75","1638.51","702.08","936.71","374.9","775.78","814.11","3775.0","702.47","750.18","664.17","1395.89","1341.37","2633.67","831.68","1081.16","2881.93","1459.69","1065.6","1041.14","611.39","4454.27","520.96","859.75","3138.23","1954.7","800.02","3758.93","777.06","5262.09","1806.82","564.13","951.34","1464.85","829.21","2414.56","2421.55","2174.04","2025.12","1538.45","3851.78","370.37","605.2","3463.02","3283.47","332.03","7137.23","4124.8","2227.73","604.74","720.15","5063.62","236.54","800.85","2257.79","256.3","1833.1","213.71","4333.84","173.23","7377.31","4593.11","2680.22","7120.87","1336.32"
"PERSONAS NATURALES","F","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR RECAUDADO","188628.0","321642.03","140357.61","18463.87","65574.14","187447.07","203125.5","208593.02","207351.06","235390.83","190788.0","302147.4","243836.39","266289.83","307250.15","247323.79","234525.04","248546.58","258883.99","235879.52","203740.63","159740.9","192836.0","192556.51","167576.39","287420.81","343240.01","262314.87","264785.89","249418.57","244037.09","288174.34","255748.11","217123.52","193663.24","213745.22","197188.74","372897.88","428638.22","294947.41","338230.52","284833.64","275272.08","266573.13","243348.74","231617.99","234410.62","200151.08","229459.79","392471.3","395446.44","417350.0","295789.14","272169.89","300916.97","269041.38","231644.8","221142.31","223845.63","251913.96","233232.19","405887.37","302967.15","356332.62","285026.28","322581.22","309367.76","269029.49","235590.11","239478.31","242251.59","251115.35","258966.46"
"PERSONAS NATURALES","F","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","570745.16","374826.8","327548.13","179881.23","176613.69","231407.75","290199.05","336613.62","285122.02","407075.14","432553.46","536372.79","720277.63","417179.83","459170.75","463228.59","467775.28","515568.73","565182.91","483947.08","529691.37","497937.33","512268.52","543143.01","763450.36","477707.67","486301.1","445180.22","395209.51","526958.04","541643.57","501512.97","663356.03","528956.5","715022.1","580882.17","748910.41","515177.09","512833.99","438177.01","532741.74","506742.81","676891.68","547291.0","450329.75","526324.08","460578.35","517124.64","975761.47","585206.35","509335.2","713026.61","624819.78","559005.61","762475.27","638375.13","663586.62","648566.37","723355.21","705773.38","956152.13","791932.77","590089.91","665068.1","667940.12","691872.74","751302.11","915436.51","849837.81","917596.7","830279.04","929023.41","1373223.67"
"PERSONAS NATURALES","F","IMPUESTOS FOMENTO AMBIENTAL","VALOR RECAUDADO","21987.23","28080.97","9133.8","996.32","2637.14","13410.15","13323.3","11133.76","16470.85","11896.37","13832.67","24237.22","12237.61","18226.19","16958.69","15089.14","15582.28","19681.94","17245.45","21715.25","14974.81","16982.56","15864.07","24127.79","12311.45","13505.06","29953.58","21132.98","26691.46","16281.07","13965.97","14562.49","20680.22","14954.82","11866.24","26876.1","10669.18","5051.22","10329.43","7540.66","8258.67","5428.41","6217.06","6998.89","5010.54","10691.53","2227.02","4636.84","6491.45","5374.18","3522.98","5748.34","4347.54","6223.55","10740.38","1490.69","1365.64","2375.84","689.01","1100.31","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PERSONAS NATURALES","F","INTERESES TRIBUTARIOS","VALOR RECAUDADO","14359.6","7529.08","7447.37","5664.8","7606.69","18256.53","7054.14","7737.88","28532.98","32216.89","11314.96","13679.14","29125.14","25226.48","12175.23","10828.63","10593.57","14907.71","15333.21","26125.72","36894.51","10789.5","28318.42","12894.42","11433.26","8923.04","18094.7","11560.37","8395.05","10963.57","19232.68","15465.48","12439.57","13410.15","16972.17","22674.64","69729.07","32839.49","23203.61","8704.0","14229.56","12802.39","25457.08","29880.03","18048.01","71154.12","8451.36","10933.03","10887.76","1647.07","3229.73","4514.84","6645.88","4541.01","21608.77","24090.61","11763.66","9285.91","27887.07","9490.96","30960.76","16492.98","12754.28","13683.79","12327.05","10127.91","7192.92","4129.64","3942.12","15216.53","7902.01","17646.83","156931.77"
"PERSONAS NATURALES","F","MULTAS TRIBUTARIAS","VALOR RECAUDADO","71425.18","50903.41","43875.49","45516.72","52977.04","81468.71","77042.06","69516.08","66621.95","72467.49","63561.07","54043.75","73050.7","53721.82","92534.57","65489.28","63552.86","63128.64","61059.04","57552.74","53401.32","56516.83","57637.74","58420.2","57948.57","50191.4","87204.42","74094.92","52968.49","54046.06","53277.56","67866.42","56546.12","52779.7","68733.77","56275.01","78783.24","45704.73","71557.94","74832.65","73381.1","57236.89","60858.11","65071.75","43352.86","47690.87","35526.32","32104.22","31820.5","21065.42","56555.73","56116.88","43431.68","36406.81","67238.01","48139.32","44414.95","43934.39","48326.85","60584.42","56474.05","67523.25","73588.49","73932.53","65024.41","55206.5","85298.3","59341.8","89446.84","74939.71","59342.08","65556.48","337847.56"
